82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,82,82,82,82,82
82,82,82,82,82,83,14,89,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,89,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,91,90,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,83,14,14,14,14,14,14,14,14,14,14,83,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,82,82,82,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,82,82,82,82,82
82,82,83,83,83,83,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,83,83,83,83,82,82
82,82,83,14,14,14,14,14,14,14,14,83,83,87,-6,-6,88,83,83,14,14,14,14,14,14,14,14,14,83,82,
82,82,83,14,14,14,14,14,14,14,83,83,83,84,85,85,86,83,83,83,14,14,14,14,14,14,14,83,82,82
82,82,83,14,14,14,14,14,14,83,83,83,82,82,82,82,82,82,83,83,83,14,14,14,14,14,14,83,82,82
82,82,83,14,14,14,14,14,14,83,83,82,82,82,82,82,82,82,82,83,83,14,14,14,14,14,14,83,82,82
82,82,83,14,14,14,14,14,14,83,82,82,82,82,82,82,82,82,82,82,83,14,14,14,14,14,14,83,82,82
82,82,83,14,14,14,14,14,14,83,82,82,82,82,82,82,82,82,82,82,83,14,14,14,14,14,14,83,82,82
82,82,83,83,83,83,83,83,83,83,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
